Isabella|42|16429851|40855755|
Mía|3|72182095|74733161|
Mariana|51|52754413|1852423|
Natalia|4|39029033|88134132|
Martina|7|67649614|48655150|
Camila|42|54670823|1759995|
Carlos|54|16422418|57995058|
Matías|76|4343552|88580349|
Regina|22|17133566|74859136|
David|58|79424863|88626394|
David|77|549872|45811660|
Carlos|7|75395205|77832176|
Natalia|31|36689335|19330015|
Valentina|6|56964627|88365645|
Natalia|42|10010014|34056050|
Gabriel|48|73732089|59769543|
Emily|74|5501563|83743152|
Emily|76|47744722|84073294|
Mariana|58|66984126|63958120|
Valeria|15|65714621|30114110|
Sebastián|18|3304607|69464873|
Ángel|41|62973983|24883486|
Martina|76|16416817|58960768|
Mariana|62|8488854|9972944|
María|5|61429866|7646485|
María|65|9758774|31696039|
Ximena|17|40022515|5543987|
Mariana|73|33473064|8757242|
Andrea|4|20182373|48157885|
Daniel|41|38089915|7523081|
Sebastián|21|23296664|29731692|
Santiago|60|61984574|74529162|
Natalia|5|23987934|27431277|
Joaquín|27|36324912|86344330|
Emily|61|12519526|30315765|
Alejandra|77|72590764|65108439|
Gabriel|67|22667132|70626738|
Regina|21|52204565|21046671|
Ximena|38|22657636|56773526|
Diego|41|74579304|20518132|
Alejandro|50|36951229|75766420|
Ángel|70|49565615|52805859|
Camila|13|5474806|1919809|
María|34|11832388|26670196|
María|29|62529533|814907|
Matías|15|48638980|36928880|
Natalia|25|24689872|49636155|
Mía|3|78724243|43771248|
Valentina|72|20585433|72880641|
Camila|5|17954910|37852336|
Samuel|58|37343726|80096683|
Ángel|78|55202729|51637242|
Daniela|28|25981945|43660326|
Daniela|48|26528240|39678161|
Camila|5|53565134|22247233|
Alexander|73|62842776|85078643|
Gabriel|36|62383002|15281677|
Matías|12|75906632|87996913|
Lucía|32|32043818|40986706|
Alejandra|13|21826744|20385127|
Samantha|49|23814095|35178217|
Andrés|59|45506838|58536196|
Carlos|52|10670463|25743829|
Andrés|19|31673123|912417|
Valentina|77|12344921|61897392|
Matías|58|28774711|15540507|
Emily|21|47929499|79360479|
Alexander|35|61972184|38121588|
Nicole|64|26818291|64211319|
Martina|21|77086856|19965195|
Victoria|52|77671726|64033817|
Sara|63|23596603|57421307|
Tomás|3|43170233|5181987|
María|25|53210549|33091642|
Andrea|49|16517545|31864190|
Nicolás|14|7935462|49411146|
Mariana|4|32128952|41313182|
Sara|65|32548269|38476537|
Adrián|15|60010525|14585585|
Santiago|11|38441817|77634995|
Sebastián|15|7153177|38949134|
Isabella|23|71290910|13121485|
Daniela|30|17723453|7903367|
Carlos|73|13331837|1706647|
Mía|53|3274511|9875402|
Sara|12|54360245|59412914|
Gabriel|54|54336539|31174770|
Mateo|74|49710247|38981484|
Ximena|19|48439362|12574952|
Mateo|54|59411311|44698654|
Alejandro|65|71138112|6037880|
Paula|30|45583999|30348857|
Paula|77|72978039|79732240|
Camila|27|45150222|24401345|
Mateo|13|77990386|31298609|
Daniel|77|54676342|23937405|
Ximena|47|6478633|9034039|
Diego|30|16330894|6993636|
Daniela|59|43255194|22798585|
Valentina|12|76354786|71969006|
Nicole|32|11708527|40028294|
Paula|64|41338505|15815034|
Daniel|10|68680793|69874174|
Paula|6|4734747|32455337|
Matías|36|33601657|70203986|
Diego|8|16240397|28256571|
Regina|54|30424325|3956347|
Mariana|79|23612499|87032580|
Santiago|56|71299274|69832420|
Isabella|59|43334666|34832762|
Carlos|53|60811005|12408529|
Alejandra|1|23956592|45733909|
Gabriela|32|72491209|77210513|
Mía|60|4393993|53532517|
David|78|75790822|76721827|
Daniel|42|11261444|76891334|
Regina|13|23891145|21280777|
Martina|74|3794748|50445009|
Alexander|78|53194143|34605780|
Samuel|9|56094770|62416451|
Sara|21|19598725|30964176|
Natalia|75|43074297|82774868|
Paula|30|32899853|28431186|
Emily|23|22157045|84918568|
Ángel|78|74540144|2459771|
Andrés|63|64432185|39307041|
Lucía|45|57140001|52331443|
Diego|41|74118864|77873223|
Valentina|76|41844866|85451254|
Alexander|2|55893506|46933976|
Andrea|61|57887285|46964287|
Regina|47|79111120|84097327|
Natalia|76|12119703|36582839|
Daniel|46|29767285|53586880|
Emiliano|40|9688427|5227644|
Mía|76|30183525|88125249|
Mariana|78|69411014|88747042|
Samuel|61|15124937|29817920|
Tomás|48|11264763|37601894|
Emiliano|15|46431577|56367431|
Gabriela|74|56166266|64085578|
Martina|34|77753542|72202094|
Samuel|76|29650744|20551488|
Victoria|13|79349959|66760229|
Andrés|45|28203522|10182476|
Andrea|24|63970320|7899273|
Diego|67|12124427|24340140|
Daniel|49|8734225|21342849|
Martina|37|43421819|68598987|
Lucas|38|9672232|73609519|
Nicolás|49|2207692|22170933|
Samantha|8|25977924|61146132|
Andrea|27|7314317|66340609|
Ximena|33|36224771|62947682|
Nicolás|43|68500354|34939257|
Gabriel|53|39792036|33020588|
Alexander|55|2599507|34784258|
Samuel|68|7505426|39936757|
Alejandra|79|44206693|5101094|
Nicole|47|39166899|15299329|
Fernanda|60|43536344|17068387|
Martina|33|65170650|22317504|
Gabriel|1|64293283|44994409|
Natalia|42|46103785|18966300|
Alejandra|31|40648281|39792441|
Gabriel|8|33370908|42659646|
Natalia|61|16870225|49532643|
Sofía|19|22267416|5240168|
David|39|69723148|15306251|
Alejandra|47|63838143|1285762|
Regina|62|78123308|79744991|
Samantha|75|34146421|89925750|
Martina|24|20674187|84676319|
Sebastián|52|5425471|48221330|
Santiago|16|16188476|57040317|
Sofía|63|46320311|39331064|
Gabriela|2|38302985|32235359|
Matías|5|74230857|75457412|
Natalia|75|25258723|67522319|
Samantha|50|40038889|24855245|
Paula|44|62445165|73347749|
Adrián|25|7018319|87247433|
Victoria|31|71557922|71393886|
Daniel|63|4368274|17987693|
Samuel|40|70119109|38267299|
Santiago|19|72615929|55188433|
Nicole|42|75411566|81992703|
Andrés|56|74030880|41211169|
Mariana|43|39426972|54205920|
Samantha|19|33289696|88359771|
Daniel|15|39217023|48336599|
Tomás|49|68011160|78774566|
Nicole|1|49364361|63992287|
Ximena|31|42259202|51637199|
Sebastián|49|34822798|75024901|
Gabriela|28|69698573|71870467|
Sofía|38|73389631|75473714|
Nicole|39|46422176|41980684|
Samantha|1|2456930|31892027|
Santiago|73|23767077|46476551|
María|59|1393117|73470359|
Andrés|79|51632603|56887185|
Mateo|72|3708079|73090156|
Valentina|34|13040150|24148541|
Martina|40|24327196|42761879|
Samantha|5|56064395|79333866|
Natalia|1|14206851|82675044|
Andrés|71|55114367|73306906|
Santiago|32|678067|34107525|
Carlos|27|53301603|72076168|
Matías|56|10277880|88026162|
Martina|45|23334169|42682082|
Natalia|40|12506514|88122086|
Alejandra|32|57210797|74909128|
Valentina|37|10089654|50694601|
Nicolás|66|31238193|59990409|
Alejandro|75|2497288|50333647|
Mariana|62|70194693|51202024|
Daniela|74|71525788|851930|
Nicolás|16|72955128|49119055|
Sara|23|65935485|70452657|
Sofía|3|6155439|30289687|
Martina|48|38115178|89302311|
Gabriela|67|60738521|21128000|
David|76|14139547|80316206|
Andrea|14|29710716|72236246|
Mía|49|62750737|89837583|
Camila|69|41711747|9521002|
Joaquín|21|21935586|43877710|
David|23|37172652|70358990|
Mariana|27|62989067|24383829|
Samantha|36|55830036|4487545|
David|26|36261714|6440294|
Daniela|54|9661035|20368322|
Carlos|71|50650492|66603236|
Gabriela|54|57019670|59162103|
Paula|20|50782329|63933490|
Diego|18|11942908|43122025|
Martina|1|3376749|13224757|
Camila|48|33988622|41816005|
Paula|38|43910022|48144340|
Mía|26|37892445|45576480|
Gabriel|2|38666070|14212274|
Camila|9|42107159|39909081|
Daniel|15|40706169|18875620|
Mariana|72|75910550|17627634|
Nicole|16|30318337|40749455|
Samuel|42|59504050|22476901|
Mariana|20|66701292|86252548|
Joaquín|78|69165705|72683761|
Camila|70|51116157|68373292|
Martina|49|50752734|13735712|
Valentina|19|251004|69481144|
Mateo|23|32998729|73513295|
Fernanda|33|38348386|31944133|
Alejandra|38|69855280|45405062|
David|55|35037914|36200773|
Andrés|46|68217319|81522842|
Camila|62|21086017|11318990|
Natalia|13|54884244|73886298|
Valentina|8|13169309|50252406|
Nicolás|39|22652339|33532304|
Natalia|17|30430097|78638083|
Nicole|32|25586273|51855412|
Nicolás|20|41902143|60154600|
Natalia|5|8211526|64698714|
Mía|9|37905308|39226058|
Natalia|43|50998357|79047977|
Emiliano|36|39221805|3276095|
Valentina|30|43932509|70462328|
Alejandro|31|32278911|73345956|
Ximena|3|35003960|48204424|
Lucía|65|48967327|60176351|
Sara|25|74630232|27993080|
Adrián|55|19270512|16024251|
Andrea|67|9740215|31003350|
Nicole|75|33840217|2230093|
Gabriel|10|41827330|82302659|
Santiago|36|8159532|13118603|
Andrea|77|25674578|82469529|
Andrea|70|49878930|2274196|
Ángel|40|61276130|36670043|
Diego|50|60481867|82061114|
Adrián|78|27258643|53305827|
Natalia|64|51455231|58829375|
Valentina|21|32880216|73710142|
Camila|9|28298203|25150568|
Sofía|35|62351658|29621097|
Ximena|19|37208215|9495887|
Ángel|36|58193139|31785995|
Nicolás|24|73642337|39817299|
Diego|46|28158188|66882927|
David|5|11551051|4580367|
Regina|3|65953001|26926721|
Alejandra|9|60473718|70028187|
María|40|9345589|25313439|
Valeria|42|25655634|75986883|
Natalia|69|55224078|48072277|
Santiago|27|3519483|85639180|
Valeria|31|35440916|17366520|
David|43|33926268|20209103|
Mariana|1|78474103|51786946|
Mariana|21|46944910|78280062|
Daniela|14|72523146|78508669|
Emily|46|30177023|55218862|
Alejandro|71|56594503|2472797|
Andrea|11|24141795|45133593|
Carlos|6|13746511|11440312|
Andrés|23|76925919|87957873|
Victoria|21|55428449|14523284|
Ángel|65|64044687|55280680|
Ángel|36|2628509|62142355|
Regina|74|76475075|40505373|
Sebastián|36|18104589|11894196|
Ximena|26|51101513|4614808|
Sebastián|69|74914305|81144724|
Emiliano|53|7270276|8635420|
Mariana|40|66395883|78515962|
Daniela|46|20498331|70332406|
Matías|24|40330585|62223943|
Natalia|55|23069444|52794812|
Martina|36|32818264|21649041|
Santiago|29|76680758|71199605|
Natalia|6|55531781|54753552|
Gabriel|53|44119852|25625643|
Carlos|19|62842032|35133772|
Lucía|15|63065806|28154277|
Nicolás|4|74250783|15573287|
Alexander|52|57959634|25346795|
Nicolás|29|53420522|69164122|
Nicole|62|17316418|69199207|
Mariana|52|24223092|80331415|
Adrián|59|12648818|46674718|
Regina|38|76911476|67873630|
Martina|61|34715844|24329182|
Gabriel|9|62506338|48950300|
Adrián|49|56958761|52883240|
Sara|22|57551771|63368825|
Tomás|16|34865692|86049360|
Lucas|62|62159153|13293576|
Gabriel|27|46603566|41600791|
Daniela|32|41626188|16402789|
Ángel|34|25204399|59988264|
Isabella|65|77106404|38986622|
Mateo|72|61741273|79679499|
Paula|28|53889760|10933834|
Sara|52|73914505|17891212|
Adrián|76|15775197|39242898|
Diego|76|24893759|74719527|
Mía|14|31222024|61323734|
Valentina|63|14570795|51115836|
Samantha|65|18265620|84947288|
Samantha|17|12314315|51916555|
Ángel|10|67684159|57487412|
Andrea|65|71158243|10346783|
Emily|26|10515009|1304615|
Alejandra|28|10339426|73907847|
Samuel|43|5841517|67104758|
Natalia|32|75269393|50235115|
Daniela|14|47715749|30643157|
Samuel|28|29535625|67845273|
Natalia|10|35044889|80771672|
Sara|69|26725538|16371838|
Nicole|26|29074711|2429112|
Diego|70|23305148|3261332|
Sofía|74|51283703|78308218|
María|24|46910297|12732599|
Alejandra|37|22438154|40160418|
Paula|76|32564495|30016247|
Camila|52|50220468|11518050|
Camila|8|22169385|1177602|
Valeria|72|55766252|39067195|
Adrián|71|8381818|71202576|
Paula|4|35629386|82492507|
Valentina|19|60487523|21054895|
Martina|57|79058264|86000479|
Valeria|40|25087530|87994806|
Nicolás|68|21873789|25773837|
Santiago|10|22117802|89069829|
Alejandro|12|9935196|51027864|
Andrea|66|47024655|64039790|
Isabella|54|36183657|29203438|
Alejandro|56|17658376|11336151|
Martina|1|78893305|14344932|
Ángel|47|20088394|50521660|
Santiago|4|70958207|4039443|
Samantha|49|15204118|40178306|
Alejandra|50|50553852|66363222|
Andrea|53|51881901|22720318|
Joaquín|28|53596995|53535062|
Victoria|0|26360624|8037333|
Ángel|28|63511565|26829181|
Sebastián|45|51018285|79953968|
Daniel|19|19737444|35499517|
Santiago|61|67660322|52367866|
Nicole|38|17126931|14530845|
Alexander|34|73126099|87041756|
Samuel|55|26453774|30325250|
Carlos|41|1354553|59020749|
Diego|39|56424275|75083034|
Valentina|58|78528362|39799695|
Daniel|73|59332282|89133337|
Martina|51|64689398|10501943|
David|73|5197794|24221248|
Andrés|32|40485395|29303417|
Adrián|32|61844008|30693186|
Natalia|27|25646105|60951622|
Andrea|9|69369132|59653194|
Camila|2|15570341|70229277|
Samuel|2|20254323|62102129|
Andrés|43|36511612|84063587|
Samantha|77|37316248|84544015|
Mariana|53|47166257|49430361|
Natalia|31|59563454|17168549|
Martina|67|21541377|9543111|
Sara|55|30759863|78483917|
Regina|59|31948549|56908699|
Mía|73|28187324|39299101|
Victoria|2|74318364|9128572|
Sara|32|28979960|63973022|
Gabriela|62|30485790|20406208|
David|76|57962002|87159486|
Sebastián|25|7827148|4985931|
Andrea|78|33757636|39612293|
Joaquín|69|24682723|78874276|
Diego|12|42194303|85562593|
Camila|17|47134074|29375971|
Tomás|21|4774434|68502096|
Tomás|71|18729478|68396956|
Natalia|68|18578606|59647214|
Nicole|68|45541133|10516786|
Ximena|62|2729330|53183679|
Ximena|4|51929077|54394425|
Samantha|75|42944754|45441662|
Paula|7|77572258|28748740|
Daniela|10|46371153|83646013|
Sebastián|48|54762959|28052615|
Diego|68|3283102|41118259|
Mariana|34|33712202|86521107|
Natalia|77|6848893|21685155|
Lucas|3|18924964|67432918|
Samuel|55|33668226|59385922|
David|53|76150121|63483854|
Andrea|45|36675877|86568910|
Fernanda|7|72992397|1911203|
Joaquín|54|33412635|75418486|
Sara|79|69871688|51155081|
Mariana|6|18901811|62219599|
Matías|28|50656983|26449944|
Nicolás|36|5025725|35932531|
Isabella|61|67816472|55033458|
Sebastián|57|1470346|83676452|
Santiago|32|25159120|83926713|
Sara|42|56259302|68049998|
Valentina|42|16563454|80534258|
Andrés|28|40012354|87652065|
Paula|39|21962189|62067273|
Natalia|17|22647710|8357822|
Mateo|22|10850953|73610588|
Andrea|39|24748381|22702444|
Daniel|37|17485670|41920277|
Sebastián|25|45680371|17462611|
Andrea|55|58323327|79789093|
Camila|5|77481085|66088688|
Joaquín|28|37382010|13466503|
Daniela|60|22332405|13913035|
Mateo|77|23611671|4768408|
Sofía|64|29015036|63916122|
Lucas|53|201729|71287798|
Regina|77|77865362|1982616|
Daniela|26|11772783|22395703|
Emily|31|44019654|29100409|
Matías|7|37318543|41274839|
Samantha|48|21683348|69037738|
Daniela|35|50038041|77420894|
David|38|30589745|68698038|
Mariana|58|6002996|23784851|
Alexander|64|66361434|83884273|
Andrea|15|77940218|74772793|
Isabella|34|61650487|57159226|
Andrea|24|19035458|31342743|
Paula|67|5908986|60549809|
Mía|7|69636092|33091814|
Daniel|13|76264949|36800463|
Daniela|32|3533838|55833790|
Adrián|76|28687483|59024853|
Mariana|75|46053643|50656356|
Lucas|28|61836780|58201343|
Andrea|37|36261372|15981871|
Gabriela|6|40853442|31771777|
Nicolás|47|31295433|87895461|
Fernanda|24|46279131|88619010|
Tomás|53|63334607|55899398|
Tomás|3|8807671|20064760|
Sebastián|50|21713464|6995638|
Gabriel|50|50322567|80822902|
Adrián|10|62865884|72687004|
Mateo|66|8298084|81705029|
Gabriel|48|14212766|47304305|
Alejandra|71|34047878|13508004|
María|50|52768652|38009532|
Regina|7|78406752|1034754|
Sebastián|61|46087353|52596636|
Joaquín|72|53099816|11901879|
Gabriela|77|27794201|65967560|
Isabella|36|32490569|51304054|
Gabriel|25|16856140|35619378|
Santiago|40|49119498|63951348|
Joaquín|18|72641608|73826035|
Andrés|72|77464990|66981247|
Paula|27|3570327|13572360|
Carlos|20|27447373|82675186|
Sebastián|48|30980453|12875736|
Mía|78|63292278|3998514|
Mía|16|47851556|9048562|
Ximena|7|50793801|68842192|
Sara|9|14910085|25626833|
Emily|10|21264813|46573907|
Daniela|69|62554467|34209697|
Natalia|8|26089864|81335506|
Andrea|68|50892703|12811173|
Alexander|49|4014875|64291356|
Camila|10|74509991|33487474|
Valentina|2|37605768|1292061|
Gabriel|7|33103395|33125871|
Paula|40|49363851|62619402|
Nicole|77|17770985|63005706|
Alexander|3|30535668|72063349|
Fernanda|49|39282997|61783104|
David|11|72866769|27697008|
Martina|24|77267098|61737086|
Diego|63|37394789|26510877|
Gabriel|41|2515923|35774825|
Andrea|34|4851726|68723864|
Natalia|17|63424202|39596675|
Martina|66|35725276|11001866|
Daniel|21|46189619|44169198|
Victoria|31|68171169|63529246|
Daniel|37|34458171|14139652|
Carlos|28|43223652|41012590|
Sara|54|61977712|47128305|
Daniela|10|66760381|87368389|
Lucía|77|19784474|76224882|
Andrea|60|51955481|67441333|
Natalia|29|13228705|38669597|
Mariana|19|5527932|71644664|
Lucas|10|29103277|14593596|
Mía|62|51726696|60883071|
Valentina|75|30406956|27552042|
Andrea|36|2836786|52024577|
Valentina|31|8276046|8151114|
Sofía|16|57622946|52393386|
Sebastián|64|916331|43534213|
Alexander|53|42115420|4187878|
Joaquín|74|18351047|76608942|
Mateo|73|74891357|21406408|
Alejandro|11|75343721|62567731|
Sara|9|2742098|69709939|
Andrea|24|18431777|55544950|
Daniela|75|27756629|44673793|
Ximena|16|30867869|85202077|
Samuel|18|75373124|34087501|
Adrián|73|11681787|36671346|
Natalia|2|9400986|20563986|
Natalia|6|51767803|15239252|
Lucía|6|55829865|24626090|
Sara|74|29211207|830253|
Ángel|58|56222408|13146309|
Joaquín|53|70921130|53114801|
Daniel|0|40054959|86774747|
Joaquín|44|12503113|89607885|
Alejandro|22|35184738|4656710|
Mía|32|53176065|77095501|
Andrés|60|60707822|62871109|
Sebastián|74|69107604|79028608|
Mateo|11|20672778|37589852|
Ximena|40|55889267|20818749|
Camila|35|70402608|24148783|
Adrián|12|49252905|18806733|
Emily|45|78284919|18704003|
Valeria|26|30577109|69015473|
Victoria|76|7595344|67970146|
Camila|33|37597119|49523617|
Lucas|14|4463624|67823384|
Daniel|1|72033226|10971768|
Santiago|14|1742715|78849091|
Lucía|21|27854365|21191339|
Camila|46|73358157|40326716|
Lucas|68|52331756|21840144|
Alejandro|39|42007993|62550658|
Lucas|12|15695289|56804752|
Emily|27|21458870|3099355|
Mateo|61|10182728|77507860|
Nicole|75|69565690|45902100|
Diego|44|40194440|16509982|
Daniel|77|23721672|8998304|
Regina|70|64276011|65084350|
Lucía|25|74935513|10244676|
Samantha|47|39878581|52942625|
Martina|9|47479538|66219774|
Martina|3|61371268|45660180|
Natalia|66|76989481|38624873|
Ximena|31|28769034|68297581|
Martina|28|51431935|66117763|
Paula|4|52491866|76967884|
Valentina|34|72121613|70872563|
Andrés|3|56420617|50876503|
Tomás|48|28251591|41006134|
Alexander|48|45666270|28020452|
Diego|14|11857919|84800965|
Nicolás|3|57688500|49061516|
Andrés|36|63589662|85040136|
Regina|3|78486902|19118365|
Daniel|54|20177704|18507692|
Valeria|44|31969728|32711203|
Alejandra|13|3321933|80191286|
Emily|4|71931211|66248225|
Alejandro|23|2895500|48471458|
Adrián|33|73660184|60883234|
Ximena|54|44643428|10981260|
Nicolás|39|66651106|73299881|
Paula|0|77045587|13263868|
Matías|7|31554817|70252951|
Paula|75|32278540|15721671|
Daniela|76|21739665|43353811|
Adrián|58|63994795|17330123|
Natalia|56|67996494|39577320|
Santiago|3|35845027|18004493|
Mariana|6|34283289|23792613|
Andrea|17|35237274|47789618|
Natalia|43|46194877|27089793|
Nicolás|48|57294062|42634679|
Mía|50|62752971|9319243|
Mariana|75|51912386|89072701|
Sebastián|13|67567708|34207513|
Samantha|38|29171687|15468166|
Adrián|51|61106011|80674593|
Ángel|36|47544070|54643861|
Sara|69|22933460|52640544|
Natalia|63|1126755|36989844|
Alejandro|8|54834839|25726809|
Camila|3|43810118|64391008|
Martina|76|49843393|35759650|
Camila|38|52431375|11228522|
Daniel|28|70089773|89124238|
Emiliano|65|12449509|15294202|
Daniela|32|70110757|52486956|
Nicole|74|54054479|77534878|
Valeria|62|61201162|53673899|
Nicole|77|79514682|58202936|
Fernanda|55|56639552|1505339|
Paula|66|21459153|25558089|
Lucas|47|30564464|51923072|
Alejandro|25|44958741|12487511|
Victoria|20|49428982|1603275|
Regina|71|8352066|9591270|
María|38|72235217|54540352|
Natalia|56|11587572|80018948|
Gabriel|0|32638022|31202774|
Nicole|14|63663196|45134947|
Alexander|57|655455|78221802|
Adrián|76|59052636|71400927|
Matías|34|12014345|23841350|
Nicole|7|47518462|51085758|
Martina|52|921428|4427230|
Sebastián|6|3407175|38053675|
Joaquín|29|16990111|49880280|
Victoria|46|54992520|58347888|
Andrés|9|40815480|5454829|
Martina|19|62338097|11681739|
Samantha|63|34956546|27917206|
Lucas|4|49403786|41260126|
Daniel|75|12445238|28215662|
Nicole|19|1075320|50971443|
Alejandra|43|51210327|47502100|
Tomás|35|24963289|30027781|
Natalia|36|52557425|22110413|
Martina|53|15426927|32261581|
Samantha|54|38404465|84718264|
Mariana|28|49817253|62743125|
Gabriel|25|13934827|73933640|
Isabella|15|13077780|5700060|
Joaquín|56|25907366|61526875|
Ximena|36|29956518|81169076|
Emily|8|35598975|61497435|
Sofía|30|72304702|59077979|
Natalia|67|77727562|31367997|
Matías|77|2123677|35672610|
Andrea|41|5749750|47119121|
Camila|27|12934057|44552049|
Regina|72|11321745|42237|
Santiago|65|74362153|66990174|
Andrés|56|29753569|19315724|
Gabriel|17|28262163|20357217|
Mariana|19|32945074|67647537|
Samantha|37|417547|66069637|
Gabriela|57|38881000|27765810|
Camila|40|70858326|34167814|
Valeria|74|41631920|32649677|
Isabella|62|40357216|39216440|
Joaquín|17|49615470|9177722|
Samuel|51|20723259|65112353|
Andrés|6|49362240|41729016|
Nicolás|54|30440892|72802875|
Camila|25|59949643|26520183|
Valentina|41|22664176|38828986|
Samuel|54|66573903|23787451|
Samantha|24|30837011|83627039|
Diego|47|74898582|43463814|
Natalia|12|37305324|39970983|
Matías|74|20787968|80594817|
Adrián|46|29849106|20027328|
Mía|34|2797299|20532603|
Nicolás|46|62992652|82976476|
Camila|27|28666795|428834|
Lucía|14|49796453|61993481|
Samantha|59|7724676|82782590|
Tomás|40|46683729|44274639|
